1	0	1	1
2	7	1	1
3	14	3	3
4	35	131	40
5	862	2	1
6	875	3	2
7	894	2	1
8	907	3	3
9	928	6	1
10	965	7	4
11	1011	5	2
12	1043	4	2
13	1069	6	3
14	1108	4	2
15	1135	14	13
16	1230	2	1
17	1245	17	16
18	1354	13	10
19	1439	76	37
20	1921	86	38
21	2461	5	2
22	2496	1	1
23	2505	15	11
24	2603	5	2
25	2637	1	1
26	2646	5	4
27	2680	1	1
28	2689	1	1
29	2698	7	2
30	2743	2	1
31	2758	3	3
32	2780	558	70
33	6385	5	4
34	6420	1	1
35	6429	4	4
36	6457	1	1
37	6466	27	17
38	6641	2	2
39	6657	2	2
40	6672	1	1
41	6681	1	1
42	6690	1	1
43	6699	1	1
44	6708	3	1
45	6729	8	5
46	6781	1	1
47	6790	5	4
48	6826	1	1
49	6835	2	2
50	6850	27	17
51	7019	5	5
52	7055	16	15
53	7160	3	3
54	7183	2	2
55	7199	2	2
56	7215	7	6
57	7261	7	6
58	7309	5	5
59	7344	4	2
60	7371	3	2
61	7393	11	5
62	7468	5	3
63	7502	9	1
64	7558	20	12
65	7685	1	1
66	7694	1	1
67	7703	29	20
68	7889	85	31
69	8423	1	1
70	8432	1	1
71	8441	17	11
72	8553	21	15
73	8692	6	4
74	8733	9	8
75	8791	3	3
76	8814	4	4
77	8842	1	1
78	8851	2	2
79	8867	12	10
80	8951	12	8
81	9032	4	4
82	9060	3	3
83	9082	3	2
84	9103	1	1
85	9112	2	2
86	9127	4	4
87	9154	5	5
88	9190	1	1
89	9199	15	9
90	9300	19	12
91	9427	6	6
92	9470	2	2
93	9487	1	1
94	9497	20	15
95	9628	7	5
96	9672	1	1
97	9682	74	36
98	10152	12	10
99	10233	1	1
100	10243	13	10
101	10330	6	2
102	10369	1	1
103	10380	2	1
104	10397	4	4
105	10425	1	1
106	10436	1	1
107	10447	16	9
108	10549	7	7
109	10598	3	3
110	10623	8	6
111	10676	4	4
112	10707	3	2
113	10729	2	2
114	10747	3	3
115	10771	6	4
116	10813	7	5
117	10862	10	9
118	10929	1	1
119	10940	2	2
120	10957	1	1
121	10968	6	4
122	11011	1	1
123	11022	1	1
124	11033	10	9
125	11100	2	2
126	11117	1	1
127	11128	8	8
128	11185	7	7
129	11234	1	1
130	11245	6	4
131	11288	1	1
132	11299	1	1
133	11310	13	11
134	11397	3	3
135	11421	2	2
136	11439	2	2
137	11456	1	1
138	11467	3	3
139	11488	4	3
140	11517	10	9
141	11583	15	11
142	11683	14	11
143	11777	2	2
144	11794	1	1
145	11805	1	1
146	11816	12	8
147	11897	26	17
148	12063	17	7
149	12171	1	1
150	12182	5	4
151	12218	1	1
152	12229	2	2
153	12247	39	26
154	12504	4	4
155	12535	3	3
156	12558	6	4
157	12599	4	4
158	12630	4	4
159	12662	1	1
160	12673	6	3
161	12714	1	1
162	12725	7	7
163	12776	2	2
164	12794	2	2
165	12812	2	2
166	12830	5	5
167	12866	7	5
168	12918	3	2
169	12941	20	15
170	13076	3	3
171	13098	1	1
172	13109	1	1
173	13120	11	10
174	13197	11	9
175	13269	6	3
176	13310	11	9
177	13387	2	2
178	13404	4	4
179	13435	5	5
180	13472	4	3
181	13501	6	4
182	13546	5	3
183	13582	1	1
184	13593	4	4
185	13623	15	10
186	13726	3	2
187	13749	3	3
188	13772	35	16
189	14007	15	12
190	14111	3	1
191	14134	4	3
192	14164	3	1
193	14187	19	13
194	14312	2	2
195	14330	4	2
196	14360	1	1
197	14371	1	1
198	14382	2	1
199	14399	1	1
200	14410	1	1
201	14421	2	2
202	14438	6	5
203	14482	1	1
204	14493	1	1
205	14504	3	3
206	14529	6	5
207	14572	2	2
208	14590	3	2
209	14611	2	2
210	14629	2	2
211	14647	1	1
212	14658	4	3
213	14687	2	1
214	14704	12	9
215	14785	3	3
216	14810	1	1
217	14821	2	2
218	14839	13	9
219	14927	1	1
220	14938	4	3
221	14967	5	3
222	15003	10	6
223	15069	1	1
224	15080	3	3
225	15103	50	22
226	15438	1	1
227	15449	2	2
228	15467	2	2
229	15484	1	1
230	15495	30	21
231	15695	11	7
232	15769	5	5
233	15805	1	1
234	15816	2	2
235	15833	2	2
236	15851	6	5
237	15890	1	1
238	15901	27	19
239	16072	11	6
240	16145	3	3
241	16170	28	21
242	16357	12	12
243	16438	8	6
244	16492	1	1
245	16503	3	3
246	16526	2	2
247	16544	3	3
248	16567	1	1
249	16578	12	9
250	16660	6	5
251	16702	3	3
252	16726	2	2
253	16744	6	6
254	16786	3	2
255	16811	5	5
256	16847	4	4
257	16878	2	2
258	16896	6	4
259	16939	10	8
260	17009	16	12
261	17115	5	4
262	17152	10	5
263	17220	1	1
264	17231	3	2
265	17253	4	3
266	17283	14	11
267	17378	10	8
268	17450	4	4
269	17478	10	9
270	17544	30	23
271	17746	3	3
272	17770	2	2
273	17787	1	1
274	17798	1	1
275	17809	1	1
276	17820	1	1
277	17831	3	2
278	17855	8	5
279	17911	2	2
280	17929	10	7
281	18000	11	9
282	18078	4	3
283	18108	1	1
284	18119	14	10
285	18212	5	3
286	18250	3	2
287	18275	3	2
288	18298	1	1
289	18309	1	1
290	18320	3	2
291	18344	1	1
292	18355	1	1
293	18366	1	1
294	18377	3	2
295	18400	1	1
296	18411	27	17
297	18582	6	5
298	18625	1	1
299	18636	3	2
300	18659	1	1
301	18670	1	1
302	18681	5	3
303	18716	55	34
304	19076	12	11
305	19155	1	1
306	19166	1	1
307	19177	2	2
308	19195	17	9
309	19306	2	2
310	19322	1	1
311	19333	4	4
312	19365	1	1
313	19376	1	1
314	19387	1	1
315	19398	1	1
316	19409	1	1
317	19420	14	12
318	19507	1	1
319	19518	1	1
320	19529	1	1
321	19540	5	3
322	19578	2	2
323	19596	3	2
324	19620	1	1
325	19631	7	2
326	19673	5	5
327	19711	1	1
328	19722	1	1
329	19733	1	1
330	19744	7	5
331	19795	1	1
332	19806	1	1
333	19817	7	3
334	19869	6	5
335	19912	1	1
336	19923	1	1
337	19934	1	1
338	19945	1	1
339	19956	1	1
340	19967	3	3
341	19992	13	5
342	20072	2	2
343	20089	9	5
344	20154	3	3
345	20179	1	1
346	20190	4	2
347	20220	2	2
348	20238	16	12
349	20345	3	3
350	20369	4	4
351	20398	2	1
352	20415	1	1
353	20426	6	6
354	20470	16	12
355	20581	10	7
356	20653	1	1
357	20664	1	1
358	20675	1	1
359	20686	1	1
360	20697	1	1
361	20708	1	1
362	20719	3	3
363	20744	1	1
364	20755	1	1
365	20766	14	4
366	20863	1	1
367	20874	11	10
368	20950	6	4
369	20993	6	4
370	21038	20	10
371	21176	1	1
372	21187	4	1
373	21216	1	1
374	21227	2	2
375	21245	1	1
376	21256	1	1
377	21267	2	2
378	21284	3	3
379	21308	1	1
380	21319	17	15
381	21431	10	9
382	21499	1	1
383	21510	18	16
384	21633	6	6
385	21674	16	8
386	21780	2	2
387	21797	2	2
388	21815	4	4
389	21846	4	4
390	21878	3	3
391	21901	7	7
392	21950	3	3
393	21973	8	4
394	22029	3	3
395	22054	2	2
396	22071	3	3
397	22095	1	1
398	22106	1	1
399	22117	13	10
400	22204	5	5
401	22239	14	9
402	22331	2	2
403	22349	1	1
404	22360	1	1
405	22371	1	1
406	22382	3	2
407	22405	2	2
408	22423	1	1
409	22434	3	2
410	22458	3	3
411	22482	2	2
412	22500	1	1
413	22511	2	2
414	22529	1	1
415	22540	1	1
416	22551	1	1
417	22562	1	1
418	22573	1	1
419	22584	8	7
420	22640	1	1
421	22651	21	17
422	22791	1	1
423	22802	16	10
424	22915	5	5
425	22953	1	1
426	22964	8	7
427	23021	6	5
428	23062	1	1
429	23071	5	2
430	23103	1	1
431	23112	8	3
432	23166	11	9
433	23241	6	3
434	23282	1	1
435	23292	2	2
436	23309	3	3
437	23332	4	2
438	23362	1	1
439	23372	7	7
440	23423	4	1
441	23451	5	1
442	23485	6	2
443	23526	1	1
444	23536	1	1
445	23546	12	1
446	23619	1	1
447	23629	1	1
448	23639	6	4
449	23681	19	5
450	23805	2	1
451	23821	4	3
452	23851	2	1
453	23866	1	1
454	23876	2	1
455	23892	2	1
456	23908	9	1
457	23963	1	1
458	23973	10	2
459	24038	3	3
460	24061	8	8
461	24116	4	4
462	24147	1	1
463	24157	3	2
464	24180	1	1
465	24190	3	3
466	24213	3	3
467	24236	1	1
468	24246	6	3
469	24288	2	2
470	24305	2	1
471	24321	3	3
472	24344	3	2
473	24367	7	6
474	24414	2	2
475	24430	7	6
476	24480	1	1
477	24490	1	1
478	24500	1	1
479	24510	1	1
480	24520	5	3
481	24555	1	1
482	24565	13	5
483	24648	6	2
484	24690	1	1
485	24700	5	1
486	24733	1	1
487	24743	6	4
488	24785	1	1
489	24795	1	1
490	24805	1	1
491	24815	1	1
492	24826	1	1
493	24837	3	1
494	24860	1	1
495	24871	11	5
496	24945	1	1
497	24956	4	3
498	24986	1	1
499	24997	1	1
500	25008	8	5
501	25066	1	1
502	25077	1	1
503	25088	1	1
504	25099	4	2
505	25131	1	1
506	25142	3	1
507	25165	1	1
508	25176	5	4
509	25211	2	1
510	25228	1	1
511	25239	2	2
512	25256	4	2
513	25286	44	29
514	25582	2	2
515	25600	4	4
516	25631	1	1
517	25642	1	1
518	25653	2	2
519	25671	4	4
520	25702	13	10
521	25792	20	15
522	25928	8	6
523	25982	4	2
524	26012	1	1
525	26023	2	2
526	26041	4	1
527	26070	2	2
528	26087	2	2
529	26105	8	6
530	26163	1	1
531	26174	1	1
532	26185	5	4
533	26221	1	1
534	26232	3	3
535	26256	2	1
536	26273	2	2
537	26291	1	1
538	26302	2	1
539	26319	1	1
540	26330	1	1
541	26341	1	1
542	26352	1	1
543	26363	1	1
544	26374	5	3
545	26411	1	1
546	26422	3	3
547	26446	1	1
548	26457	5	5
549	26494	2	2
550	26511	1	1
551	26522	1	1
552	26533	1	1
553	26544	1	1
554	26555	1	1
555	26566	5	2
556	26603	4	4
557	26634	5	4
558	26671	8	6
559	26730	3	3
560	26754	5	5
561	26791	1	1
562	26802	2	2
563	26819	1	1
564	26830	1	1
565	26841	6	6
566	26885	7	4
567	26933	1	1
568	26944	3	2
569	26967	1	1
570	26978	2	2
571	26995	2	2
572	27013	1	1
573	27024	2	1
574	27041	1	1
575	27052	1	1
576	27063	2	1
577	27080	1	1
578	27091	1	1
579	27102	1	1
580	27113	1	1
581	27124	2	2
582	27142	1	1
583	27153	4	2
584	27184	6	4
585	27229	2	2
586	27246	1	1
587	27257	4	3
588	27288	3	3
589	27312	2	2
590	27330	2	1
591	27347	3	3
592	27371	7	5
593	27421	1	1
594	27432	1	1
595	27443	3	3
596	27465	1	1
597	27476	4	3
598	27507	4	4
599	27537	2	2
600	27554	2	2
601	27572	3	3
602	27596	3	3
603	27620	1	1
604	27631	1	1
605	27642	4	2
606	27673	4	3
607	27703	2	2
608	27720	2	2
609	27738	34	20
610	27959	2	2
611	27977	1	1
612	27988	1	1
613	27999	14	11
614	28094	3	1
615	28117	10	10
616	28188	1	1
617	28199	1	1
618	28210	3	2
619	28234	1	1
620	28245	2	2
621	28263	6	4
622	28304	1	1
623	28315	2	2
624	28333	8	7
625	28393	1	1
626	28404	4	4
627	28435	2	2
628	28453	2	2
629	28470	2	1
630	28487	1	1
631	28498	4	3
632	28530	2	1
633	28547	4	4
634	28578	1	1
635	28589	3	3
636	28613	1	1
637	28624	1	1
638	28635	7	6
639	28682	1	1
640	28693	5	3
641	28729	1	1
642	28740	1	1
643	28751	9	9
644	28815	22	14
645	28965	1	1
646	28976	1	1
647	28987	18	17
648	29108	2	2
649	29125	1	1
650	29136	3	3
651	29161	1	1
652	29172	2	2
653	29190	2	2
654	29208	1	1
655	29219	3	3
656	29243	9	4
657	29305	2	2
658	29322	1	1
659	29333	41	17
660	29610	1	1
661	29621	1	1
662	29632	59	30
663	30006	2	2
664	30023	9	9
665	30088	2	2
666	30106	1	1
667	30117	1	1
668	30128	2	2
669	30145	3	3
670	30169	2	2
671	30186	1	1
672	30197	2	2
673	30215	1	1
674	30226	1	1
675	30237	10	10
676	30308	11	10
677	30380	1	1
678	30391	1	1
679	30402	1	1
680	30413	18	13
681	30532	9	7
682	30596	1	1
683	30607	8	8
684	30661	2	2
685	30679	2	2
686	30695	22	16
687	30845	18	14
688	30962	3	1
689	30985	7	6
690	31037	1	1
691	31048	1	1
692	31059	1	1
693	31070	1	1
694	31081	16	9
695	31192	3	3
696	31217	1	1
697	31228	19	16
698	31355	2	2
699	31372	1	1
700	31383	4	4
701	31415	8	7
702	31470	3	2
703	31495	1	1
704	31506	28	17
705	31692	2	2
706	31710	4	4
707	31742	2	2
708	31760	8	5
709	31819	1	1
710	31830	1	1
711	31841	23	9
712	31983	43	15
713	32249	50	25
714	32570	10	9
715	32638	7	3
716	32680	1	1
717	32689	17	10
718	32798	1	1
719	32808	53	27
720	33158	47	33
721	33455	17	10
722	33565	10	9
723	33634	2	1
724	33650	10	5
725	33720	3	3
726	33742	2	2
727	33759	1	1
728	33769	15	9
729	33870	7	7
730	33920	2	2
731	33937	2	1
732	33952	5	5
733	33989	14	13
734	34083	1	1
735	34093	4	4
736	34124	2	2
737	34141	1	1
738	34151	2	2
739	34167	6	3
740	34207	1	1
741	34217	1	1
742	34227	1	1
743	34237	1	1
744	34247	1	1
745	34257	1	1
746	34267	25	17
747	34435	20	9
748	34567	3	3
749	34591	4	4
750	34621	1	1
751	34631	1	1
752	34641	5	4
753	34677	1	1
754	34687	2	2
755	34704	1	1
756	34714	4	4
757	34744	5	4
758	34780	6	6
759	34823	16	13
760	34926	15	15
761	35024	14	7
762	35114	2	2
763	35131	3	3
764	35154	4	3
765	35184	17	10
766	35298	18	12
767	35415	19	18
768	35538	3	3
769	35561	2	2
770	35578	6	5
771	35619	1	1
772	35629	2	2
773	35646	1	1
774	35656	1	1
775	35666	1	1
776	35676	1	1
777	35686	7	7
778	35735	4	4
779	35765	18	14
780	35885	1	1
781	35895	2	1
782	35912	1	1
783	35923	1	1
784	35934	1	1
785	35945	1	1
786	35956	2	2
787	35974	4	2
788	36004	8	8
789	36061	2	2
790	36078	2	1
791	36095	7	6
792	36146	5	5
793	36182	8	6
794	36233	4	4
795	36264	2	2
796	36282	1	1
797	36293	1	1
798	36304	1	1
799	36315	1	1
800	36326	9	7
801	36391	15	11
802	36494	18	13
803	36611	12	9
804	36688	21	10
805	36831	8	7
806	36886	1	1
807	36895	1	1
808	36904	11	10
809	36974	5	4
810	37009	34	22
811	37232	12	6
812	37314	1	1
813	37324	8	1
814	37376	7	4
815	37425	2	2
816	37442	2	2
817	37459	1	1
818	37469	7	4
819	37520	2	2
820	37536	1	1
821	37546	6	5
822	37587	6	4
823	37629	1	1
824	37639	2	1
825	37655	1	1
826	37665	9	9
827	37728	4	4
828	37757	1	1
829	37767	16	8
830	37876	1	1
831	37886	2	2
832	37902	1	1
833	37912	3	2
834	37936	3	3
835	37959	6	5
836	38004	15	9
837	38109	4	3
838	38137	1	1
839	38147	3	2
840	38170	15	10
841	38271	4	4
842	38300	12	10
843	38382	1	1
844	38392	4	4
845	38421	14	11
846	38513	5	3
847	38548	1	1
848	38558	63	25
849	38953	2	2
850	38970	4	4
851	39001	3	3
852	39024	4	1
853	39052	2	1
854	39068	8	8
855	39123	23	11
856	39280	2	1
857	39296	4	3
858	39326	3	1
859	39348	2	1
860	39364	1	1
861	39374	1	1
862	39384	9	4
863	39443	2	1
864	39458	3	3
865	39482	2	2
866	39499	5	4
867	39535	4	4
868	39566	1	1
869	39576	23	10
870	39721	4	2
871	39749	3	3
872	39771	1	1
873	39781	7	3
874	39829	4	3
875	39860	1	1
876	39871	2	2
877	39888	1	1
878	39899	1	1
879	39910	1	1
880	39921	1	1
881	39932	4	3
882	39963	24	16
883	40124	1	1
884	40135	5	4
885	40172	9	7
886	40236	1	1
887	40247	8	2
888	40304	5	3
889	40340	4	4
890	40369	7	7
891	40420	1	1
892	40431	1	1
893	40442	1	1
894	40453	1	1
895	40464	1	1
896	40475	8	1
897	40528	3	3
898	40553	1	1
899	40564	1	1
900	40575	2	2
901	40593	1	1
902	40604	15	9
903	40703	5	4
904	40739	2	2
905	40757	1	1
906	40768	1	1
907	40779	1	1
908	40790	1	1
909	40801	14	8
910	40897	1	1
911	40908	21	14
912	41043	8	6
913	41097	1	1
914	41108	1	1
915	41119	1	1
916	41130	1	1
917	41141	1	1
918	41152	8	6
919	41210	1	1
920	41221	12	9
921	41301	1	1
922	41312	1	1
923	41323	7	7
924	41374	1	1
925	41385	3	3
926	41410	1	1
927	41421	1	1
928	41432	1	1
929	41443	1	1
930	41454	5	4
931	41490	1	1
932	41501	1	1
933	41512	7	5
934	41562	21	14
935	41700	7	7
936	41749	24	19
937	41913	1	1
938	41924	5	5
939	41961	2	1
940	41978	31	16
941	42185	3	3
942	42209	2	2
943	42227	4	3
944	42257	2	2
945	42274	2	2
946	42292	2	2
947	42309	1	1
948	42320	1	1
949	42331	1	1
950	42342	1	1
951	42353	1	1
952	42364	4	3
953	42396	1	1
954	42407	1	1
955	42418	2	1
956	42435	22	19
957	42584	1	1
958	42595	1	1
959	42606	7	7
960	42656	4	4
961	42687	1	1
962	42698	1	1
963	42709	1	1
964	42720	3	3
965	42745	10	8
966	42814	1	1
967	42825	1	1
968	42836	11	4
969	42913	20	10
970	43056	1	1
971	43067	1	1
972	43078	9	7
973	43142	2	2
974	43159	2	2
975	43177	3	2
976	43202	1	1
977	43213	11	10
978	43285	11	6
979	43363	2	2
980	43381	1	1
981	43392	1	1
982	43403	1	1
983	43414	2	2
984	43432	7	5
985	43485	9	7
986	43547	1	1
987	43558	6	2
988	43602	1	1
989	43613	29	16
990	43797	1	1
991	43808	2	2
992	43826	1	1
993	43837	4	3
994	43868	1	1
995	43879	1	1
996	43890	3	3
997	43915	3	3
998	43940	1	1
999	43951	1	1
1000	43962	3	2
1001	43986	3	3
1002	44012	5	5
1003	44051	1	1
1004	44063	2	2
1005	44082	1	1
1006	44094	1	1
1007	44106	2	2
1008	44125	37	27
1009	44370	1	1
1010	44382	6	5
1011	44427	16	12
1012	44541	3	3
1013	44564	7	6
1014	44612	1	1
1015	44622	5	5
1016	44659	3	2
1017	44680	1	1
1018	44690	1	1
1019	44701	2	1
1020	44717	8	8
1021	44771	24	13
1022	44929	2	1
1023	44945	11	4
1024	45024	14	6
1025	45119	2	2
1026	45136	7	6
1027	45183	5	5
1028	45222	1	1
1029	45233	2	2
1030	45251	2	2
1031	45269	2	2
1032	45287	4	4
1033	45318	1	1
1034	45329	1	1
1035	45340	1	1
1036	45351	11	6
1037	45420	2	2
1038	45435	10	8
1039	45501	6	5
1040	45542	3	3
1041	45563	1	1
1042	45573	7	4
1043	45618	1	1
1044	45629	2	2
1045	45647	3	3
1046	45671	1	1
1047	45682	2	1
1048	45699	2	1
1049	45716	2	2
1050	45734	1	1
1051	45745	1	1
1052	45756	4	3
1053	45783	1	1
1054	45794	1	1
1055	45805	1	1
1056	45816	2	2
1057	45833	1	1
1058	45844	1	1
1059	45855	1	1
1060	45866	2	2
1061	45883	4	3
1062	45913	8	8
1063	45968	8	7
1064	46025	3	3
1065	46049	5	5
1066	46088	10	6
1067	46159	7	4
1068	46211	8	8
1069	46267	1	1
1070	46278	1	1
1071	46289	6	5
1072	46332	4	3
1073	46361	1	1
1074	46372	2	2
1075	46390	6	5
1076	46433	4	1
1077	46462	1	1
